id,firstName,fromYear,fullName,headshotURL,info,info_birthDate,info_birthPlace,info_collegeName,info_draftPickNum,info_draftRoundNum,info_draftTeamId,info_draftTeamName,info_draftYear,info_heightFeet,info_heightInches,info_highSchoolName,info_id,info_nbaDebut,info_positions,info_shootingHand,info_weightPounds,lastName,lebron,lebron_id,lebron_offensiveType,lebron_position,lebron_singleYearLEBRON,lebron_tier,teamId,toYear,_source_team_ids
1630228,Jonathan,2021,Jonathan Kuminga,https://cdn.nba.com/headshots/nba/latest/260x190/1630228.png,cac24db0-1913-41a8-a64d-58a4d109a137,,,,,,,,,,,,,,,,,Kuminga,851da45b-6a0d-400f-8dc8-a25474fd9796,,,,,,1,2026,1
1630552,Jalen,2021,Jalen Johnson,https://cdn.nba.com/headshots/nba/latest/260x190/1630552.png,1f777bb2-8ab6-4e07-b08f-bd047380a420,,,,,,,,,,,,,,,,,Johnson,d53e3b00-8326-4e7c-9378-2c503c90783a,,,,,,1,,1
1630700,Dyson,2022,Dyson Daniels,https://cdn.nba.com/headshots/nba/latest/260x190/1630700.png,26b38800-8a9e-4ef3-a658-ff9d99ce906a,,,,,,,,,,,,,,,,,Daniels,fe4a156c-f292-4dc9-862f-1d1dbfb892dd,,,,,,1,,1
1629216,Gabe,2019,Gabe Vincent,https://cdn.nba.com/headshots/nba/latest/260x190/1629216.png,,,,,,,,,,,,,,,,,,Vincent,,,,,,,,2026,1
203468,CJ,2013,CJ McCollum,https://cdn.nba.com/headshots/nba/latest/260x190/203468.png,60dc612e-0bb5-4b68-b28e-eaeac0b5ebb8,,,,,,,,,,,,,,,,,McCollum,2e8bff66-58a7-44ec-aff0-87fe1178871c,,,,,,1,,1
1630168,Onyeka,2020,Onyeka Okongwu,https://cdn.nba.com/headshots/nba/latest/260x190/1630168.png,8666de9b-fb04-450d-94d3-b41939d5003d,,,,,,,,,,,,,,,,,Okongwu,89f2529c-bcfa-4d74-9734-ba78655e61d8,,,,,,1,,1
1629638,Nickeil,2019,Nickeil Alexander-Walker,https://cdn.nba.com/headshots/nba/latest/260x190/1629638.png,39825547-0be8-45e5-ae39-9b37d7970d44,,,,,,,,,,,,,,,,,Alexander-Walker,7734cf7c-f8e9-4473-bf71-de8561e35791,,,,,,1,,1
1629111,Jock,2021,Jock Landale,https://cdn.nba.com/headshots/nba/latest/260x190/1629111.png,015040a6-c221-463e-ac37-b41518c7f14a,,,,,,,,,,,,,,,,,Landale,74db8509-6519-49ee-9494-4dbdefc67dd5,,,,,,1,,1
1630557,Corey,2021,Corey Kispert,https://cdn.nba.com/headshots/nba/latest/260x190/1630557.png,6ce605f3-7883-41ba-a704-a859a3f1c3ff,,,,,,,,,,,,,,,,,Kispert,3887dba0-c114-4eff-9b8a-870f84c51a54,,,,,,1,,1
1642258,Zaccharie,2024,Zaccharie Risacher,https://cdn.nba.com/headshots/nba/latest/260x190/1642258.png,25582618-0b10-4b31-bcab-04590ff88624,,,,,,,,,,,,,,,,,Risacher,bf9a7fda-8e3e-459a-a3cc-9056c46083f1,,,,,,1,,1
1627741,Buddy,2016,Buddy Hield,https://cdn.nba.com/headshots/nba/latest/260x190/1627741.png,e521ead5-a6f8-4935-b09b-4236cd822453,,,,,,,,,,,,,,,,,Hield,851e2af6-7e0f-4d9c-999f-f19a361cb81c,,,,,,1,,1
1630598,Aaron,2021,Aaron Wiggins,https://cdn.nba.com/headshots/nba/latest/260x190/1630598.png,ecb70f31-89ab-4cd5-8207-d7290ea1476c,,,,,,,,,,,,,,,,,Wiggins,c148f5fa-c73f-4f34-afd4-11215f063c66,,,,,,21,,1
1643412,Kingston,2026,Kingston Flemings,,499ae655-d863-4f3e-8cb4-c474e393ea36,,,,,,,,,,,,,,,,,Flemings,,,,,,,,,1
1642269,Devin,2024,Devin Carter,https://cdn.nba.com/headshots/nba/latest/260x190/1642269.png,104a3ef6-0023-466a-aa67-a6a2b06e9051,,,,,,,,,,,,,,,,,Carter,841b6870-7dbf-4af6-b7ba-3f59a478d5d0,,,,,,26,,1
1643544,Zuby,2026,Zuby Ejiofor,,e1f31c8f-7423-4724-a1f7-fa910aa684b6,,,,,,,,,,,,,,,,,Ejiofor,,,,,,,,,1
1642854,Asa,2025,Asa Newell,https://cdn.nba.com/headshots/nba/latest/260x190/1642854.png,35c103c8-4d0a-4f4f-a356-c6adb8a1c059,,,,,,,,,,,,,,,,,Newell,0a22c762-a3e8-4466-9fcc-88771810a11a,,,,,,1,,1
1628396,Tony,2017,Tony Bradley,https://cdn.nba.com/headshots/nba/latest/260x190/1628396.png,,,,,,,,,,,,,,,,,,Bradley,,,,,,,,2026,1
1630235,Trent,2020,Trent Forrest,https://cdn.nba.com/headshots/nba/latest/260x190/1630235.png,,,,,,,,,,,,,,,,,,Forrest,,,,,,,,2023,1
202083,Wesley,2009,Wesley Matthews,https://cdn.nba.com/headshots/nba/latest/260x190/202083.png,,,,,,,,,,,,,,,,,,Matthews,,,,,,,,2023,1
1631132,Christian,2022,Christian Koloko,https://cdn.nba.com/headshots/nba/latest/260x190/1631132.png,,,,,,,,,,,,,,,,,,Koloko,,,,,,,,2026,1
1630811,Keaton,2024,Keaton Wallace,https://cdn.nba.com/headshots/nba/latest/260x190/1630811.png,,,,,,,,,,,,,,,,,,Wallace,,,,,,,,2026,1
1631243,Mouhamed,2023,Mouhamed Gueye,https://cdn.nba.com/headshots/nba/latest/260x190/1631243.png,c35faaa5-e411-4bee-a10b-6575ee84941a,,,,,,,,,,,,,,,,,Gueye,335d1348-5913-4865-9466-96ae4428d731,,,,,,1,,1
1629685,Dylan,2019,Dylan Windler,https://cdn.nba.com/headshots/nba/latest/260x190/1629685.png,,,,,,,,,,,,,,,,,,Windler,,,,,,,,2023,1
1642933,Keshon,2025,Keshon Gilbert,,c365e05f-2c43-45f4-982f-7fc8bf703969,,,,,,,,,,,,,,,,,Gilbert,4fdaafc2-3435-4865-9f19-07c5a982f6a8,,,,,,1,,1
1642484,RayJ,2024,RayJ Dennis,https://cdn.nba.com/headshots/nba/latest/260x190/1642484.png,b1429258-7e91-4516-91ba-d1bf9828d7f3,,,,,,,,,,,,,,,,,Dennis,b6c51a5a-e652-4a54-9966-124510eb9309,,,,,,1,,1
1628369,Jayson,2017,Jayson Tatum,https://cdn.nba.com/headshots/nba/latest/260x190/1628369.png,8394dc38-59c5-4dc4-9cf4-837a949d9a50,,,,,,,,,,,,,,,,,Tatum,27b9fedb-9024-4881-a3c8-fac4bf707612,,,,,,2,,2
202331,Paul,2010,Paul George,https://cdn.nba.com/headshots/nba/latest/260x190/202331.png,b4c5399d-e8cb-4c20-8585-0f92bbe4bc7f,,,,,,,,,,,,,,,,,George,27356880-f5e3-4377-9ea0-f4cb13c4fe59,,,,,,23,,2
1628401,Derrick,2017,Derrick White,https://cdn.nba.com/headshots/nba/latest/260x190/1628401.png,1f83c74a-b10a-4fa1-889b-ee34b342aad5,,,,,,,,,,,,,,,,,White,e1c8aa25-6c13-4200-86f6-942652b6f8f2,,,,,,2,,2
1629011,Mitchell,2018,Mitchell Robinson,https://cdn.nba.com/headshots/nba/latest/260x190/1629011.png,49aa37ce-e77d-41da-8a48-0efe0578ee8d,,,,,,,,,,,,,,,,,Robinson,5a2f6b49-1780-4e63-b476-e96bfa7f0f37,,,,,,20,,2
1630573,Sam,2021,Sam Hauser,https://cdn.nba.com/headshots/nba/latest/260x190/1630573.png,170c3147-6446-4c44-8895-aac6d927a2e1,,,,,,,,,,,,,,,,,Hauser,f4939b43-6497-4a00-8010-cf56835519a0,,,,,,2,,2
1630202,Payton,2020,Payton Pritchard,https://cdn.nba.com/headshots/nba/latest/260x190/1630202.png,6a2523c3-8437-4860-9d20-85aeda10df8d,,,,,,,,,,,,,,,,,Pritchard,2da11b8f-a2c5-4bfd-9e91-3c41706f1c77,,,,,,2,,2
1631199,Ron,2022,Ron Harper Jr.,https://cdn.nba.com/headshots/nba/latest/260x190/1631199.png,45e8e99c-2c91-4081-b3c8-4a5e91656c24,,,,,,,,,,,,,,,,,Harper Jr.,79f49889-d775-4c88-aa87-e18e3bb78a19,,,,,,,,2
1643416,Chris,2026,Chris Cenac Jr.,,64c32759-64d1-4cb1-a8b0-743e9ec862d7,,,,,,,,,,,,,,,,,Cenac Jr.,,,,,,,,,2
1642864,Hugo,2025,Hugo González,https://cdn.nba.com/headshots/nba/latest/260x190/1642864.png,2155bfc4-c28c-47e5-836d-57109c7ea399,,,,,,,,,,,,,,,,,González,e64003f4-028c-4937-9898-b5c92d0865e9,,,,,,2,,2
1630568,Luka,2021,Luka Garza,https://cdn.nba.com/headshots/nba/latest/260x190/1630568.png,cd9289ce-402d-4110-99d3-9d35b235aafa,,,,,,,,,,,,,,,,,Garza,dbf8ca6b-ba5f-4074-bf31-c8a43e85441d,,,,,,2,,2
1631248,Baylor,2024,Baylor Scheierman,https://cdn.nba.com/headshots/nba/latest/260x190/1631248.png,d9f240e2-59fe-4ff2-8ca0-a96458bd8c24,,,,,,,,,,,,,,,,,Scheierman,fa044d54-f2d4-482c-9e79-fde6fe691214,,,,,,2,,2
1629674,Neemias,2021,Neemias Queta,https://cdn.nba.com/headshots/nba/latest/260x190/1629674.png,6ab1d010-d2c0-4b83-b2d4-330c917cb7b6,,,,,,,,,,,,,,,,,Queta,c678552d-da6b-46c5-ae34-f5d332aa1a9d,,,,,,2,,2
1628470,Torrey,2017,Torrey Craig,https://cdn.nba.com/headshots/nba/latest/260x190/1628470.png,,,,,,,,,,,,,,,,,,Craig,,,,,,,,2024,2
201144,Mike,2007,Mike Conley,https://cdn.nba.com/headshots/nba/latest/260x190/201144.png,535b5233-e329-4af8-a132-2b24270bcdf7,,,,,,,,,,,,,,,,,Conley,5d20ce74-1cf6-4736-b4ac-2a2f8420c63d,,,,,,18,,2
201933,Blake,2009,Blake Griffin,https://cdn.nba.com/headshots/nba/latest/260x190/201933.png,,,,,,,,,,,,,,,,,,Griffin,,,,,,,,2022,2
1641775,Jordan,2023,Jordan Walsh,https://cdn.nba.com/headshots/nba/latest/260x190/1641775.png,dd68db6e-ab6a-4773-9473-a9d9a541a39b,,,,,,,,,,,,,,,,,Walsh,646e7d15-6953-437b-94ad-825a7e60ec8f,,,,,,2,,2
1629662,Mfiondu,2019,Mfiondu Kabengele,https://cdn.nba.com/headshots/nba/latest/260x190/1629662.png,,,,,,,,,,,,,,,,,,Kabengele,,,,,,,,2022,2
1642910,John,2025,John Tonje,https://cdn.nba.com/headshots/nba/latest/260x190/1642910.png,,,,,,,,,,,,,,,,,,Tonje,,,,,,,,2026,2
1642917,Max,2025,Max Shulga,https://cdn.nba.com/headshots/nba/latest/260x190/1642917.png,,,,,,,,,,,,,,,,,,Shulga,,,,,,,,2026,2
1642873,Amari,2025,Amari Williams,https://cdn.nba.com/headshots/nba/latest/260x190/1642873.png,2a25bf5e-efd8-4da4-a6ae-f7f4d445eefb,,,,,,,,,,,,,,,,,Williams,dd5d31d9-8fba-482f-a7a9-3327224d32f5,,,,,,2,,2
1629008,Michael,2018,Michael Porter Jr.,https://cdn.nba.com/headshots/nba/latest/260x190/1629008.png,7bb8b36b-d1f1-42d1-a0a2-4a09a9b4520f,,,,,,,,,,,,,,,,,Porter Jr.,7f522ce0-911a-448b-abf4-8bab9918b67d,,,,,,3,,3
203944,Julius,2014,Julius Randle,https://cdn.nba.com/headshots/nba/latest/260x190/203944.png,7e78803e-c1d7-4fa1-8a6b-438536a8370d,,,,,,,,,,,,,,,,,Randle,1c0a46ad-8db5-48ca-9ad5-c23f8f12c398,,,,,,18,,3
1629611,Terance,2019,Terance Mann,https://cdn.nba.com/headshots/nba/latest/260x190/1629611.png,12e91c27-93f7-4646-abe0-613e9aff4e19,,,,,,,,,,,,,,,,,Mann,ee947a8e-b8f8-4c9e-a6df-0393d6399eb7,,,,,,3,,3
1630549,Day'Ron,2021,Day'Ron Sharpe,https://cdn.nba.com/headshots/nba/latest/260x190/1630549.png,09d0f0fc-38d1-4f51-bf30-143231e056ca,,,,,,,,,,,,,,,,,Sharpe,b9bd79f4-5112-4478-aec5-b44f037ba1eb,,,,,,3,,3
1629021,,,,https://cdn.nba.com/headshots/nba/latest/260x190/1629021.png,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1631165,Keon,2022,Keon Ellis,https://cdn.nba.com/headshots/nba/latest/260x190/1631165.png,f285dbf0-995e-4a5c-85cb-d1efe44b9a16,,,,,,,,,,,,,,,,,Ellis,edc02c71-f27d-4bd5-9f47-7585a2f0d655,,,,,,6,,3
1643414,Mikel,2026,Mikel Brown Jr.,,3b8a4f6c-2641-4dd0-9c55-b87af6c6c448,,,,,,,,,,,,,,,,,Brown Jr.,,,,,,,,,3
1642856,Egor,2025,Egor Dëmin,https://cdn.nba.com/headshots/nba/latest/260x190/1642856.png,408b7ca0-46b7-48c6-843a-2b96dcd5a1c7,,,,,,,,,,,,,,,,,Dëmin,f07c83b9-e2b1-4c78-a880-06a846abd217,,,,,,3,,3
1641730,Noah,2023,Noah Clowney,https://cdn.nba.com/headshots/nba/latest/260x190/1641730.png,f1a3ef9d-3ae0-4855-ad04-e6a16ec69faf,,,,,,,,,,,,,,,,,Clowney,d999aaf0-2e09-4a93-9986-e272fed18ed9,,,,,,3,,3
1630592,Jalen,2023,Jalen Wilson,https://cdn.nba.com/headshots/nba/latest/260x190/1630592.png,,,,,,,,,,,,,,,,,,Wilson,,,,,,,,2026,3
1631169,Josh,2022,Josh Minott,https://cdn.nba.com/headshots/nba/latest/260x190/1631169.png,7a03c527-6ae1-4516-87b2-98823ab1ca4e,,,,,,,,,,,,,,,,,Minott,256cff32-8353-4233-8134-f9d930b2f407,,,,,,3,,3
1642849,Nolan,2025,Nolan Traore,https://cdn.nba.com/headshots/nba/latest/260x190/1642849.png,3bc8fdbc-9d0f-4e08-bfea-5d51579fed21,,,,,,,,,,,,,,,,,Traore,250f45f0-bfb8-4360-87a3-7e933c445930,,,,,,3,,3
1642962,Drake,2025,Drake Powell,https://cdn.nba.com/headshots/nba/latest/260x190/1642962.png,7ab1459b-8391-4291-bde3-43e840caf99e,,,,,,,,,,,,,,,,,Powell,e4373e58-9dc9-4724-9a1b-5094b4ef04c5,,,,,,3,,3
1642879,Ben,2025,Ben Saraf,https://cdn.nba.com/headshots/nba/latest/260x190/1642879.png,09429f9d-dd89-4fb7-8305-7c8d7c2daa0f,,,,,,,,,,,,,,,,,Saraf,259de157-29a4-4a95-86c2-05df23a16284,,,,,,3,,3
1643538,Joshua,2026,Joshua Jefferson,,0710848d-0579-472c-a32f-95eb3f35b971,,,,,,,,,,,,,,,,,Jefferson,,,,,,,,,3
1642874,Danny,2025,Danny Wolf,https://cdn.nba.com/headshots/nba/latest/260x190/1642874.png,571f876f-6c4b-427b-b171-d8360c4ec59e,,,,,,,,,,,,,,,,,Wolf,201af997-f840-41e4-a8a4-5bcb11257e47,,,,,,3,,3
1630604,E.J.,2022,E.J. Liddell,https://cdn.nba.com/headshots/nba/latest/260x190/1630604.png,,,,,,,,,,,,,,,,,,Liddell,,,,,,,,2025,3|24
1630623,Tyson,2024,Tyson Etienne,https://cdn.nba.com/headshots/nba/latest/260x190/1630623.png,,,,,,,,,,,,,,,,,,Etienne,,,,,,,,2025,3
1643052,Chaney,2025,Chaney Johnson,,cb07f903-5ec2-49f5-bf71-7330aa748ce7,,,,,,,,,,,,,,,,,Johnson,44a1dedb-c92e-49b1-a75d-03e84f3f3560,,,,,,,,3
1629632,Coby,2019,Coby White,https://cdn.nba.com/headshots/nba/latest/260x190/1629632.png,e4f30726-76c8-4d3f-b2df-bc09fdb234d8,,,,,,,,,,,,,,,,,White,2a31dd8c-e027-458e-98fd-9fe75f7c32e4,,,,,,4,,4
1629675,Naz,2019,Naz Reid,https://cdn.nba.com/headshots/nba/latest/260x190/1629675.png,f56f1b7e-2837-4b29-9ba2-092d7cc1af7f,,,,,,,,,,,,,,,,,Reid,bd6b2d19-cce9-4368-8500-69280ed28335,,,,,,18,,4
1628960,Grayson,2018,Grayson Allen,https://cdn.nba.com/headshots/nba/latest/260x190/1628960.png,bdc135e0-e301-42f4-8643-bdc0b8a1987f,,,,,,,,,,,,,,,,,Allen,4c13fa82-ebc4-400c-96a5-b0e48fd96d6a,,,,,,24,,4
1641706,Brandon,2023,Brandon Miller,https://cdn.nba.com/headshots/nba/latest/260x190/1641706.png,67adfc14-2cc5-42ff-9819-9ee84445545e,,,,,,,,,,,,,,,,,Miller,8af4a0f1-822a-4afa-978c-f40c08b7fff1,,,,,,4,,4
1629684,Grant,2019,Grant Williams,https://cdn.nba.com/headshots/nba/latest/260x190/1629684.png,3725eb0c-6e8e-4044-b5f0-78edd9d72449,,,,,,,,,,,,,,,,,Williams,8176319b-f991-4f2f-8e75-86439c396219,,,,,,4,,4
1627827,Dorian,2016,Dorian Finney-Smith,https://cdn.nba.com/headshots/nba/latest/260x190/1627827.png,d5fcdf4a-c6ae-4c08-aa77-90f8be6f1509,,,,,,,,,,,,,,,,,Finney-Smith,5cfff337-4211-4660-8e2f-6ea9eb6bd88b,,,,,,11,,4
1626220,Royce,2017,Royce O'Neale,https://cdn.nba.com/headshots/nba/latest/260x190/1626220.png,31583484-5447-4b7e-a458-3745ac0934bc,,,,,,,,,,,,,,,,,O'Neale,70372ebc-08b4-4ef8-9fb2-2f68a101fb26,,,,,,24,,4
1642851,Kon,2025,Kon Knueppel,https://cdn.nba.com/headshots/nba/latest/260x190/1642851.png,ef069abd-cad3-4a43-8c1b-4f77436f3967,,,,,,,,,,,,,,,,,Knueppel,55f95730-3402-4001-a08c-be43867a8ea1,,,,,,4,,4
1642275,Tidjane,2024,Tidjane Salaun,https://cdn.nba.com/headshots/nba/latest/260x190/1642275.png,648206e0-444a-426c-b8e1-eb9359d6bccd,,,,,,,,,,,,,,,,,Salaun,d77c1426-af61-4b1f-a16c-12055f49f02b,,,,,,4,,4
